YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201603,102667,615187,1,2.82,"SSE","ANTIOCH",34.68,-97.4,3440800,9724000
201603,102667,615188,1,1.84,"WSW","SCULLIN",34.51,-96.89,3430600,9653400
201603,102667,615189,1,0,"N","CONNERVILLE",34.45,-96.63,3427000,9637800
201603,102667,615190,1,0,"N","ATOKA",34.38,-96.13,3422800,967800
201603,102693,625566,1,3,"ESE","GASTON",45.4134,-123.0729,4524804,1234374
201603,102693,625566,2,5,"SW","BEAVERTON",45.4288,-122.893,4525728,12253580
201603,102693,625567,1,0,"N","NEHALEM",45.72,-123.9,4543200,12354000
201603,102693,625567,2,.5,"E","NEHALEM",45.72,-123.8896,4543200,12353376
201603,102738,613936,1,.91,"SSW","OLLA",31.8872,-92.2332,3153232,9213992
201603,102739,613937,1,.86,"NW","BOUGHTON",33.8588,-93.3407,3351528,9320442
201603,102747,613991,1,5.03,"S","METHOW",48.0776,-120.0117,484656,120702
201603,102747,613991,2,5,"S","METHOW",48.0781,-120.0109,484686,120654
201603,102747,613991,3,5.04,"S","METHOW",48.0773,-120.01,484638,120600
201603,102747,613991,4,5.06,"S","METHOW",48.0772,-120.0109,484632,120654
201603,102747,613992,1,10.43,"ESE","TORBOY",48.6043,-118.4724,4836258,11828344
201603,102747,613992,2,10.37,"ESE","TORBOY",48.6064,-118.4721,4836384,11828326
201603,102747,613992,3,10.44,"ESE","TORBOY",48.6055,-118.4712,4836330,11828272
201603,102747,613992,4,10.46,"ESE","TORBOY",48.6045,-118.4715,4836270,11828290
201603,102747,614029,1,.59,"SSW","EVANS",48.7119,-118.0239,4842714,1181434
201603,102747,614029,2,.54,"S","EVANS",48.7122,-118.0218,4842732,1181308
201603,102747,614029,3,.58,"S","EVANS",48.7117,-118.022,4842702,1181320
201603,102747,614029,4,.6,"SSW","EVANS",48.7115,-118.0228,4842690,1181368
201603,102747,614303,1,.76,"NW","WEST WENATCHEE",47.438,-120.3412,4726280,12020472
201603,102747,614303,2,.77,"NW","WEST WENATCHEE",47.4379,-120.3416,4726274,12020496
201603,102747,614303,3,.75,"NW","WEST WENATCHEE",47.4378,-120.3412,4726268,12020472
201603,102747,614303,4,.75,"NW","WEST WENATCHEE",47.438,-120.3409,4726280,12020454
201603,102762,614164,1,2.06,"NNE","HELENVILLE",43.0481,-88.6865,432886,8841190
201603,102762,614166,1,3.09,"ENE","KOHLSVILLE",43.4844,-88.2618,4329064,8815708
201603,102762,614974,1,0,"N","SPRING GREEN",43.18,-90.07,4310800,904200
201603,102762,614975,1,7,"NNW","MT CALVARY",43.9136,-88.3038,4354816,8818228
201603,102762,614976,1,4,"WNW","MT CALVARY",43.8422,-88.3241,4350532,8819446
201603,102787,614302,1,1.22,"SE","BONNERS FERRY",48.689,-116.2991,4841340,11617946
201603,102787,614302,2,1.18,"SE","BONNERS FERRY",48.6881,-116.3013,4841286,11618078
201603,102787,614302,3,1.4,"SE","BONNERS FERRY",48.6857,-116.2984,4841142,11617904
201603,102787,614302,4,1.44,"SE","BONNERS FERRY",48.6873,-116.2948,4841238,11617688
201603,102809,616145,1,2.75,"ESE","TOW",30.86,-98.43,3051600,9825800
201603,102809,616146,1,2.22,"SSE","ANDICE",30.7522,-97.8314,3045132,9749884
201603,102809,616146,2,1.35,"ESE","ANDICE",30.7737,-97.8284,3046422,9749704
201603,102809,616147,1,10.3,"W","COMSTOCK",29.7,-101.34,2942000,10120400
201603,102809,616148,1,0,"N","COMSTOCK",29.68,-101.17,2940800,10110200
201603,102809,616149,1,.92,"NW","CARRIZO SPGS",28.53,-99.86,2831800,9951600
201603,102809,616150,1,6.03,"NNE","NORTH UVALDE",29.33,-99.78,2919800,9946800
201603,102809,616151,1,2.28,"NE","COMETA",28.69,-99.99,2841400,9959400
201603,102809,616152,1,.92,"SW","LEAKEY",29.72,-99.76,2943200,9945600
201603,102809,616153,1,8.31,"N","KNIPPA",29.42,-99.62,2925200,9937200
201603,102809,616154,1,.92,"SW","LEAKEY",29.72,-99.76,2943200,9945600
201603,102809,616155,1,8.29,"N","KNIPPA",29.42,-99.63,2925200,9937800
201603,102809,616156,1,1.51,"NNW","BOERNE",29.8,-98.74,2948000,9844400
201603,102809,616157,1,.6,"E","TERREL HILLS",29.47,-98.44,2928200,9826400
201603,102809,616160,1,1.66,"ESE","OAK HILL",30.2235,-97.8233,3013410,9749398
201603,102809,616160,2,1.79,"WSW","OAK HILL",30.2232,-97.8789,3013392,9752734
201603,102809,616160,3,2.54,"NW","OAK HILL",30.2573,-97.8786,3015438,9752716
201603,102809,616160,4,2.11,"NE","OAK HILL",30.252,-97.8254,3015120,9749524
201603,102809,616163,1,.91,"SW","AUSTIN",30.26,-97.75,3015600,9745000
201603,102809,616163,2,.79,"SW","AUSTIN",30.2617,-97.7492,3015702,9744952
201603,102809,616163,3,.85,"SSW","AUSTIN",30.2595,-97.7473,3015570,9744838
201603,102809,616163,4,1.02,"SSW","AUSTIN",30.2574,-97.7489,3015444,9744934
201603,102809,616164,1,4.28,"WNW","FISKVILLE",30.383,-97.7608,3022980,9745648
201603,102809,616164,2,4.01,"ENE","FOUR PTS",30.425,-97.7893,3025500,9747358
201603,102809,616164,3,2.79,"ENE","FOUR PTS",30.4109,-97.8049,3024654,9748294
201603,102809,616164,4,3.95,"N","AUSTIN MABRY",30.3768,-97.7773,3022608,9746638
201603,102809,616188,1,11.85,"WNW","BUCHANAN LAKE",30.8691,-98.4215,3052146,9825290
201603,102838,614546,1,0,"N","EAST WENATCHEE",47.42,-120.28,4725200,12016800
201603,102838,614546,2,.02,"S","EAST WENATCHEE",47.4197,-120.28,4725182,12016800
201603,102838,614546,3,.02,"SSE","EAST WENATCHEE",47.4197,-120.2797,4725182,12016782
201603,102838,614546,4,.02,"E","EAST WENATCHEE",47.42,-120.2797,4725200,12016782
201603,102838,614547,1,2.98,"SSW","ENTIAT",47.6304,-120.2454,4737824,12014724
201603,102838,614547,2,3.26,"NNE","WAGNERSBURG",47.6235,-120.243,4737410,12014580
201603,102838,614547,3,3.23,"SSW","ENTIAT",47.625,-120.2388,4737500,12014328
201603,102838,614547,4,2.89,"SSW","ENTIAT",47.6305,-120.24,4737830,12014400
201603,102849,614629,1,1.94,"NNW","GREENWOOD",36.8954,-84.4949,3653724,8429694
201603,102849,614629,2,2,"S","WHITLEY CITY",36.6911,-84.47,3641466,8428200
201603,102849,614671,1,.95,"S","YOUNGS CREEK",36.8564,-84.2331,3651384,8413986
201603,102849,614672,1,2.08,"NE","(LOZ)MCGEE FLD LONDO",37.1017,-84.0538,376102,843228
201603,102849,614672,2,2.56,"NNW","LESBAS",37.1127,-84.0218,376762,841308
201603,102849,614673,1,.43,"SSW","ASHER",37.0441,-83.4026,372646,8324156
201603,102849,614673,2,.92,"NW","CUTSHIN",37.0902,-83.2607,375412,8315642
201603,102860,614723,1,2.51,"SW","BOYDS",48.7011,-118.1633,4842066,1189798
201603,102860,614723,2,2.73,"SSW","BOYDS",48.6968,-118.1623,4841808,1189738
201603,102860,614723,3,2.51,"SSW","BOYDS",48.6993,-118.1592,4841958,1189552
201603,102860,614723,4,2.4,"SW","BOYDS",48.7016,-118.1604,4842096,1189624
201603,102860,615220,1,8.8,"SE","OKANOGAN LEGION ARPT",48.2778,-119.418,4816668,11925080
201603,102860,615220,2,9.11,"SE","OKANOGAN LEGION ARPT",48.2737,-119.4145,4816422,11924870
201603,102860,615220,3,9.09,"SE","OKANOGAN LEGION ARPT",48.2768,-119.4102,4816608,11924612
201603,102860,615220,4,8.91,"SE","OKANOGAN LEGION ARPT",48.2789,-119.4127,4816734,11924762
201603,102867,614792,1,3,"E","GRAFTON",39.35,-79.9739,3921000,7958434
201603,102867,614793,1,0,"N","WEST MILFORD",39.2,-80.4,3912000,8024000
201603,102867,614902,1,0,"N","CLARKSBURG",39.28,-80.35,3916800,8021000
201603,103186,617983,3,.74,"S","NINE FORKS",32.5694,-93.2012,3234164,9312072
201603,103186,617983,4,.59,"S","NINE FORKS",32.5715,-93.201,3234290,9312060
201603,103186,617985,1,.37,"E","MINDEN",32.6203,-93.2737,3237218,9316422
201603,103186,617985,2,.37,"E","MINDEN",32.619,-93.2737,3237140,9316422
201603,103186,617985,3,.47,"E","MINDEN",32.6191,-93.272,3237146,9316320
201603,103186,617985,4,.47,"E","MINDEN",32.6207,-93.272,3237242,9316320
201603,103186,618115,1,.8,"E","HOMER",32.7814,-93.0564,3246884,933384
201603,103186,618115,2,.83,"ENE","HOMER",32.7831,-93.0562,3246986,933372
201603,103186,618115,3,.93,"ENE","HOMER",32.7832,-93.0544,3246992,933264
201603,103186,618115,4,.88,"E","HOMER",32.7813,-93.0549,3246878,933294
201603,103186,618116,1,.11,"WSW","STONEWALL",32.2795,-93.8219,3216770,9349314
201603,103186,618116,2,.35,"NW","STONEWALL",32.2839,-93.8238,3217034,9349428
201603,103186,618116,3,3.28,"E","STONEWALL",32.2861,-93.7644,3217166,9345864
201603,103186,618116,4,3.17,"E","STONEWALL",32.2776,-93.7657,3216656,9345942
201603,103186,618117,1,.89,"WSW","HAUGHTON",32.5262,-93.5147,3231572,9330882
201603,103186,618117,2,1.45,"NNW","HAUGHTON",32.5487,-93.5113,3232922,9330678
201603,103186,618117,3,1.62,"NNE","HAUGHTON",32.5512,-93.488,3233072,9329280
201603,103186,618117,4,.91,"ESE","HAUGHTON",32.5254,-93.4854,3231524,9329124
201603,103186,618118,1,0,"N","HALL SUMMIT",32.18,-93.3,3210800,9318000
201603,103186,618118,2,1.83,"S","HALL SUMMIT",32.1536,-93.3014,329216,9318084
201603,103186,618118,3,1.33,"SE","CROSS RDS",32.1649,-93.3859,329894,9323154
201603,103186,618118,4,1.41,"NNE","CROSS RDS",32.1974,-93.3876,3211844,9323256
201603,103186,618122,1,.95,"SE","SHREVEPORT",32.4699,-93.739,3228194,9344340
201603,103186,618122,2,1.42,"SSE","SHREVEPORT",32.4622,-93.7377,3227732,9344262
201603,103186,617953,4,.92,"S","LA ROSEN",32.3867,-93.8004,3223202,9348024
201603,103186,617957,1,.64,"NNW","BLENHEIM",32.4888,-93.6832,3229328,9340992
201603,103186,617957,2,.24,"NNE","BLENHEIM",32.4832,-93.6786,3228992,9340716
201603,103186,617957,3,.89,"ENE","BLENHEIM",32.4843,-93.6656,3229058,9339936
201603,103186,617957,4,.62,"S","(BAD)BARKSDALE AFB",32.4912,-93.6715,3229472,9340290
201603,103186,617961,1,.56,"W","KEITHVILLE ARPT",32.3497,-93.8296,3220982,9349776
201603,103186,617961,2,.68,"SW","KEITHVILLE ARPT",32.343,-93.8282,3220580,9349692
201603,103186,617961,3,.62,"SW","KEITHVILLE ARPT",32.343,-93.8265,3220580,9349590
201603,103186,617961,4,.45,"W","KEITHVILLE ARPT",32.3502,-93.8276,3221012,9349656
201603,103186,617963,1,.81,"WSW","(SHV)SHREVEPORT RGNL",32.4443,-93.8423,3226658,9350538
201603,103186,617963,2,.87,"SW","(SHV)SHREVEPORT RGNL",32.4422,-93.8417,3226532,9350502
201603,103186,617963,3,.81,"SW","(SHV)SHREVEPORT RGNL",32.4423,-93.8403,3226538,9350418
201603,103186,617963,4,.77,"WSW","(SHV)SHREVEPORT RGNL",32.4443,-93.8415,3226658,9350490
201603,103186,617964,1,.69,"SW","MINDEN",32.6136,-93.2891,3236816,9317346
201603,103186,617964,2,.69,"SW","MINDEN",32.6131,-93.2886,3236786,9317316
201603,103186,617964,3,.62,"SW","MINDEN",32.6138,-93.2877,3236828,9317262
201603,103186,617964,4,.63,"SW","MINDEN",32.6142,-93.2884,3236852,9317304
201603,103186,617971,1,1.46,"ENE","NOLES LNDG",32.4776,-93.3266,3228656,9319596
201603,103186,617971,2,2.42,"WNW","OGDEN",32.4857,-93.3071,3229142,9318426
201603,103186,617971,3,1.94,"WNW","OGDEN",32.4799,-93.3012,3228794,9318072
201603,103186,617971,4,1.57,"ENE","NOLES LNDG",32.4761,-93.324,3228566,9319440
201603,103186,617976,1,.42,"N","DOYLINE",32.536,-93.4187,3232160,9325122
201603,103186,617976,2,.15,"SE","DOYLINE",32.5287,-93.418,3231722,9325080
201603,103186,617976,3,1.1,"E","DOYLINE",32.5294,-93.4011,3231764,9324066
201603,103186,617976,4,1.22,"ENE","DOYLINE",32.5369,-93.4008,3232214,9324048
201603,103186,617978,1,4.16,"W","HOLLY SPGS",32.6919,-93.241,3241514,9314460
201603,103186,617978,2,3.97,"NE","MINDEN WEBSTER FLD",32.6843,-93.2453,3241058,9314718
201603,103186,617978,3,1.94,"SW","HOLLY SPGS",32.6833,-93.1969,3240998,9311814
201603,103186,617978,4,1.21,"WSW","HOLLY SPGS",32.6905,-93.1874,3241430,9311244
201603,103186,617981,1,1.88,"SSE","SIBLEY",32.5072,-93.2825,3230432,9316950
201603,103186,617981,2,2.19,"SSE","SIBLEY",32.5018,-93.283,3230108,9316980
201603,103186,617981,3,2.27,"SSE","SIBLEY",32.5019,-93.2798,3230114,9316788
201603,103186,617981,4,1.98,"SE","SIBLEY",32.5073,-93.2794,3230438,9316764
201603,103186,617983,1,.65,"SW","NINE FORKS",32.5722,-93.2064,3234332,9312384
201603,103186,617983,2,.78,"SSW","NINE FORKS",32.5704,-93.207,3234224,9312420
201603,103168,616454,1,2.77,"ENE","SUPERIOR",32.8335,-93.935,3250010,9356100
201603,103168,616455,1,.96,"W","IDA",33.0017,-93.9365,33102,9356190
201603,103168,616456,1,.77,"NW","CAVETT",32.789,-93.8378,3247340,9350268
201603,103168,616457,1,3.88,"NNW","HUGHES",32.8301,-93.7501,3249806,9345006
201603,103169,616458,1,1.05,"ESE","BRADLEY",33.0969,-93.6523,335814,9339138
201603,103169,616459,1,.42,"NNE","LEWISVILLE",33.3553,-93.5765,3321318,9334590
201603,103169,616461,1,1.79,"ENE","BEECH CREEK",33.4067,-93.3,3324402,9318000
201603,103169,616463,1,3.55,"SW","PLAINFIELD",33.0208,-93.3703,331248,9322218
201603,103169,616466,1,2.65,"WSW","HORSEHEAD",33.0901,-93.3142,335406,9318852
201603,103169,616469,1,3.5,"NNE","ATLANTA",33.1187,-93.0537,337122,933222
201603,103169,616471,1,1.93,"S","NEW HOPE",33.0422,-92.9322,332532,9255932
201603,103176,616539,1,0,"N","DICKSON",34.19,-96.99,3411400,9659400
201603,103176,616540,1,4.78,"ESE","ARDMORE",34.15,-97.06,349000,973600
201603,103176,616541,1,3.58,"NW","STONEWALL",34.69,-96.57,3441400,9634200
201603,103176,616542,1,.69,"N","TISHOMINGO",34.24,-96.68,3414400,9640800
201603,103176,616544,1,6.81,"NW","LULA",34.78,-96.5,3446800,9630000
201603,103176,616545,1,0,"N","TISHOMINGO",34.23,-96.68,3413800,9640800
201603,103176,616546,1,0,"N","TISHOMINGO",34.23,-96.68,3413800,9640800
201603,103176,616547,1,0,"N","TISHOMINGO",34.23,-96.68,3413800,9640800
201603,103176,616548,1,4.48,"ESE","ADA",34.74,-96.61,3444400,9636600
201603,103176,616549,1,0,"N","FILLMORE",34.27,-96.5,3416200,9630000
201603,103176,616550,1,2.67,"WSW","ATOKA",34.36,-96.17,3421600,9610200
201603,103176,616551,1,0,"N","LAMAR",35.1,-96.13,356000,967800
201603,103176,616552,1,0,"N","ATOKA",34.38,-96.13,3422800,967800
201603,103176,616553,1,0,"N","COLEMAN",34.27,-96.42,3416200,9625200
201603,103176,616554,1,0,"N","COLEMAN",34.27,-96.42,3416200,9625200
201604,103560,619129,1,1.33,"WSW","TURKEY",34.39,-100.9,3423400,10054000
201604,103562,628060,1,.28,"NE","WEIMAR",29.7024,-96.7762,2942144,9646572
201604,103562,628061,1,2.34,"E","WEIMAR",29.6996,-96.7411,2941976,9644466
201604,103562,628062,1,2.56,"SW","BERNARDO",29.743,-96.4092,2944580,9624552
201604,103562,628062,2,.46,"SW","BERNARDO",29.7659,-96.3859,2945954,9623154
201604,103562,628064,1,4.85,"SSE","KATY",29.7396,-95.7589,2944376,9545534
201604,103562,628065,1,.6,"W","NEEDVILLE",29.4,-95.84,2924000,9550400
201604,103562,628066,1,.6,"E","SUGARLAND",29.62,-95.62,2937200,9537200
201604,103562,628068,1,.6,"E","SUGARLAND",29.6202,-95.62,2937212,9537200
201604,103562,628070,1,2.27,"NE","DEWALT",29.57,-95.5401,2934200,9532406
201604,103562,628073,1,4.69,"WNW","LEAGUE CITY S S ARPT",29.51,-95.2,2930600,9512000
201604,103562,628077,1,1.11,"N","LEAGUE CTY SPCLND AR",29.5159,-95.0526,2930954,953156
201604,103562,628078,1,1.43,"NNW","WEBSTER",29.5491,-95.1289,2932946,957734
201604,103562,628079,1,3.34,"N","DANBURY",29.2778,-95.3585,2916668,9521510
201604,103562,628080,1,3.4,"N","DANBURY",29.2788,-95.3574,2916728,9521444
201604,103562,628081,1,3.09,"N","DANBURY",29.2743,-95.3572,2916458,9521432
201604,103562,628083,1,2.57,"N","DANBURY",29.2672,-95.3488,2916032,9520928
201604,103562,628084,1,2.41,"NNE","DANBURY",29.2592,-95.3281,2915552,9519686
201604,103562,628085,1,1.63,"NNW","DANBURY",29.2517,-95.3606,2915102,9521636
201604,103562,628086,1,1.14,"WNW","DANBURY",29.2387,-95.3662,2914322,9521972
201604,103562,628087,1,.46,"SSW","WINNIE",29.8139,-94.3831,2948834,9422986
201604,103570,618970,1,.59,"W","JOHNS",32.13,-89.84,327800,8950400
201604,103570,618971,1,.69,"S","STAR",32.09,-90.05,325400,903000
201604,103570,618992,1,3.03,"ESE","KIRBY",31.51,-90.95,3130600,9057000
201604,103570,618992,2,.59,"E","MEADVILLE",31.47,-90.89,3128200,9053400
201604,103571,618976,1,.58,"E","JEFFERSON",33.63,-89.89,3337800,8953400
201604,103571,618978,1,.69,"S","HOLCOMB",33.76,-89.98,3345600,8958800
201604,103571,618985,1,.9,"NW","SAWYER",33.53,-89.73,3331800,8943800
201604,103573,619013,1,.77,"S","BARR",33.9188,-81.2803,3355128,8116818
201604,103573,619014,1,3.1,"W","GADSDEN",33.8555,-80.8237,3351330,8049422
201604,103573,619015,1,.52,"WNW","RED BANK",33.9323,-81.2387,3355938,8114322
201604,103573,619016,1,.98,"N","(CAE)COLUMBIA METRO",33.9441,-81.1218,3356646,817308
201604,103573,619017,1,1.39,"SSE","ST ANDREWS",34.012,-81.0691,34720,814146
201604,103573,619018,1,.93,"N","PINCKNEY XRDS",33.9934,-80.4989,3359604,8029934
201604,103574,619019,1,10.57,"NW","MONETTA",33.9696,-81.7349,3358176,8144094
201604,103574,619020,1,1.78,"NE","TRAVIS",33.988,-81.7078,3359280,8142468
201604,103574,619021,1,1.26,"WSW","MT WILLING",33.992,-81.6897,3359520,8141382
201604,103574,619022,1,1.18,"WSW","MT WILLING",33.9917,-81.688,3359502,8141280
201604,103574,619023,1,.31,"NNE","MT WILLING",34.0042,-81.6679,34252,8140074
201604,103574,619024,1,2.61,"NNW","BATESBURG",33.9366,-81.561,3356196,8133660
201604,103574,619025,1,0,"N","CHAPIN",34.17,-81.35,3410200,8121000
201604,103574,619026,1,2.28,"SE","HILTON",34.1077,-81.2707,346462,8116242
201604,103574,619027,1,.73,"NW","BALLENTINE",34.1278,-81.2387,347668,8114322
201604,103574,619028,1,1.53,"S","SYRUP",34.078,-81.3263,344680,8119578
201604,103574,619028,2,5.04,"NW","IRMO",34.14,-81.23,348400,8113800
201604,103577,619030,1,.96,"S","BONEVILLE",33.4162,-82.4482,3324972,8226892
201604,103577,619032,1,2.75,"N","WINFIELD",33.6391,-82.4091,3338346,8224546
201604,103629,619357,1,3.42,"E","ST PETERSBURG BEACH",27.7376,-82.6948,2744256,8241688
201604,103629,619373,1,8.27,"S","CLEARWATER BEACH",27.8615,-82.8485,2751690,8250910
201604,103629,619374,1,2.45,"W","MIDDLE TAMPA BAY",27.77,-82.57,2746200,8234200
201604,103629,619375,1,8.22,"NW","OLD TAMPA BAY",27.9188,-82.6898,2755128,8241388
201604,103629,619376,1,3.22,"E","OLD TAMPA BAY",27.8415,-82.5281,2750490,8231686
201604,103629,619377,1,1.38,"S","LOWER TAMPA BAY",27.6,-82.65,2736000,8239000
201604,103629,619378,1,2.07,"S","VENICE",27.07,-82.45,274200,8227000
201604,103630,619379,1,0,"N","SAINT PETERSBURG PORTS SITE",27.76,-82.63,2745600,8237800
201604,103631,619380,1,1.23,"N","CLEARWATER BEACH",27.9977,-82.8285,2759862,8249710
201604,103631,619380,2,1.24,"N","CLEARWATER BEACH",27.9976,-82.8263,2759856,8249578
201604,103631,619381,1,.76,"ENE","COACHMAN",27.9723,-82.7178,2758338,8243068
201604,103631,619381,2,1.5,"E","COACHMAN",27.9689,-82.7054,2758134,8242324
201604,103631,619393,1,1.94,"ENE","JASMINE ESTATES",28.2994,-82.67,2817964,8240200
201604,103631,619393,2,.88,"NE","PORT RICHEY COMPS SITE",28.2997,-82.7206,2817982,8243236
201604,103632,619392,1,3.31,"S","COLEMAN",31.6221,-84.8895,3137326,8453370
201604,103632,619392,2,3.64,"SSE","COLEMAN",31.619,-84.8746,3137140,8452476
201603,103176,616555,1,4.41,"SE","SILO",34,-96.42,3400,9625200
201604,103667,619624,3,1.24,"NW","YUCCA VLY ARPT",34.144,-116.4135,348640,11624810
201604,103667,619624,4,1.27,"NW","YUCCA VLY ARPT",34.1432,-116.4155,348592,11624930
201604,103667,619625,1,.7,"SSW","GROMMET",34.0902,-114.7029,345412,11442174
201604,103667,619625,2,2.27,"ENE","GROMMET",34.1134,-114.6638,346804,11439828
201604,103667,619625,3,2.72,"NNE","GROMMET",34.1354,-114.6794,348124,11440764
201604,103667,619625,4,1.37,"WNW","GROMMET",34.109,-114.7213,346540,11443278
201604,103667,619626,1,3.86,"NW","CALICO",34.9822,-116.9258,3458932,11655548
201604,103667,619626,2,4.32,"WNW","CALICO",34.9797,-116.9371,3458782,11656226
201604,103667,619626,3,2.69,"W","CALICO",34.9472,-116.9174,3456832,11655044
201604,103667,619626,4,1.92,"W","CALICO",34.9482,-116.9038,3456892,11654228
201604,103668,619627,1,1.73,"NNW","(LAS)MCCARRAN/LAS VE",36.1041,-115.1587,366246,1159522
201604,103668,619627,2,2.04,"SW","(LSV)NELLIS AFB LAS",36.2289,-115.0557,3613734,1153342
201604,103668,619627,3,5.36,"W","LAS VEGAS N AIR TERM",36.2299,-115.2953,3613794,11517718
201604,103668,619627,4,.92,"W","BRACKEN",36.1191,-115.2164,367146,11512984
201604,103668,619628,1,5.58,"SSW","OVERTON ECHO BAY ARP",36.2433,-114.5014,3614598,11430084
201604,103668,619628,2,5.47,"SSW","OVERTON ECHO BAY ARP",36.245,-114.5017,3614700,11430102
201604,103668,619628,3,5.5,"SSW","OVERTON ECHO BAY ARP",36.245,-114.5032,3614700,11430192
201604,103668,619628,4,5.61,"SSW","OVERTON ECHO BAY ARP",36.2432,-114.5029,3614592,11430174
201604,103668,619629,1,3.66,"SE","CRYSTAL",36.457,-114.7316,3627420,11443896
201604,103668,619629,2,4.65,"SE","CRYSTAL",36.4534,-114.7097,3627204,11442582
201604,103668,619629,3,4.49,"SE","CRYSTAL",36.4566,-114.7098,3627396,11442588
201604,103668,619629,4,3.5,"SE","CRYSTAL",36.4603,-114.7309,3627618,11443854
201604,103674,619671,1,4.66,"WNW","MILFORD",42.8857,-108.8595,4253142,10851570
201604,103674,632666,1,1.42,"WSW","(RIW)RIVERTON RGNL A",43.065,-108.4772,433900,10828632
201604,103676,619696,1,.9,"SW","BASTROP",32.77,-91.91,3246200,9154600
201604,103676,619696,2,1.42,"NNE","USEARCO",32.7691,-91.9211,3246146,9155266
201604,103676,619696,3,.77,"NNW","BASTROP MEML ARPT",32.7609,-91.9027,3245654,9154162
201604,103676,619696,4,.83,"SSE","BASTROP",32.7687,-91.8954,3246122,9153724
201604,103676,619700,1,.9,"NW","PIONEER",32.74,-91.44,3244400,9126400
201604,103676,619700,2,.75,"SW","FOREST",32.7712,-91.4275,3246272,9125650
201604,103676,619700,3,1.12,"SE","FOREST",32.7709,-91.4042,3246254,9124252
201604,103676,619700,4,.39,"E","PIONEER",32.7307,-91.4234,3243842,9125404
201604,103676,619702,1,1.5,"SSW","OAK GROVE KELLY ARPT",32.83,-91.43,3249800,9125800
201604,103676,619702,2,1.82,"SW","OAK GROVE KELLY ARPT",32.8332,-91.444,3249992,9126640
201604,103676,619702,3,1.03,"SW","OAK GROVE KELLY ARPT",32.8388,-91.4317,3250328,9125902
201604,103676,619702,4,1.03,"SSW","OAK GROVE KELLY ARPT",32.8366,-91.4276,3250196,9125656
201604,103676,619703,1,.39,"NNW","LAKE PROVIDENCE",32.8049,-91.1832,3248294,9110992
201604,103676,619703,2,.48,"NW","LAKE PROVIDENCE",32.8054,-91.1851,3248324,9111106
201604,103676,619703,3,.35,"NW","LAKE PROVIDENCE",32.803,-91.1849,3248180,9111094
201604,103676,619703,4,.28,"NW","LAKE PROVIDENCE",32.803,-91.1832,3248180,9110992
201604,103692,619827,1,1.74,"WNW","MT PLEASANT",33.3767,-94.009,3322602,94540
201604,103692,619830,1,1.45,"W","MT PLEASANT",33.3722,-94.0049,3322332,94294
201604,103692,619850,1,3.17,"S","BOYD",33.2843,-93.9332,3317058,9355992
201604,103692,619851,1,.68,"E","TEXARKANA",33.4311,-94.0383,3325866,942298
201604,103692,619852,1,.69,"E","TEXARKANA",33.4312,-94.0381,3325872,942286
201604,103692,619857,1,2.77,"WNW","MARS HILL",33.2682,-93.5726,3316092,9334356
201604,103692,619858,1,2.31,"WNW","JEFFERSON",33.3586,-93.4087,3321516,9324522
201604,103692,619859,1,1.05,"NNE","GARLAND",33.3632,-93.711,3321792,9342660
201604,103692,619860,1,.76,"N","AGRICULTURAL SCHOOL",33.2909,-93.232,3317454,9313920
201604,103692,619861,1,3.5,"WNW","NICK SPGS",33.221,-92.6052,3313260,9236312
201604,103692,619862,1,2.33,"ENE","EL DORADO",33.2091,-92.6313,3312546,9237878
201604,103692,619863,1,.89,"NNE","EL DORADO",33.2118,-92.6638,3312708,9239828
201604,103692,619864,1,1.94,"ESE","EL DORADO",33.1924,-92.6377,3311544,9238262
201604,103692,619865,1,1.4,"NNW","AGRICULTURAL SCHOOL",33.297,-93.2433,3317820,9314598
201604,103692,619866,1,.28,"N","EMMET",33.7241,-93.4698,3343446,9328188
201604,103692,619867,1,.44,"E","HOPE",33.6695,-93.5925,3340170,9335550
201604,103692,619874,1,2.9,"WSW","VILLAGE",33.25,-93.0941,3315000,935646
201604,103692,619874,2,2.37,"SW","VILLAGE",33.243,-93.0754,3314580,934524
201604,103696,619868,1,2,"S","IDALOU",33.6411,-101.68,3338466,10140800
201604,103697,619877,1,.51,"SE","BATTIEST",34.3939,-94.9249,3423634,9455494
201604,103698,619901,1,2.01,"S","MALTA",33.4509,-94.5223,3327054,9431338
201604,103698,619903,1,1.51,"SW","WHATLEY",33.4627,-94.0661,3327762,943966
201604,103698,619905,1,1.83,"NNW","SOUTH TEXARKANA",33.3931,-94.0856,3323586,945136
201604,103698,619906,1,1.26,"WSW","WHATLEY",33.4721,-94.0696,3328326,944176
201604,103698,619907,1,2.78,"NNE","CARTWRIGHT",32.9051,-95.3464,3254306,9520784
201604,103698,619908,1,.79,"NW","WINNSBORO",32.9573,-95.2904,3257438,9517424
201604,103698,619909,1,.33,"NW","SCROGGINS",32.9731,-95.1844,3258386,9511064
201604,103698,619911,1,1.04,"W","EAST PT",32.8313,-95.2979,3249878,9517874
201604,103698,619914,1,.22,"NE","STOUT",32.872,-95.297,3252320,9517820
201604,103698,619915,1,5.22,"N","PINEVIEW",32.9751,-95.1399,3258506,958394
201604,103698,619917,1,1.47,"WNW","PINEVIEW",32.9042,-95.1748,3254252,9510488
