YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201603,103186,620784,4,1.66,"W","CLAIBORNE",32.517,-92.2083,3231020,9212498
201603,103186,620784,5,.79,"ESE","CLAIBORNE",32.515,-92.1677,3230900,9210062
201603,103186,620786,1,3.5,"S","BERNICE",32.77,-92.66,3246200,9239600
201603,103186,620786,2,4.36,"S","BERNICE",32.7578,-92.6632,3245468,9239792
201603,103186,620786,3,4.3,"S","BERNICE",32.7578,-92.6546,3245468,9239276
201603,103186,620786,4,3.34,"S","BERNICE",32.7717,-92.6523,3246302,9239138
201603,103186,620791,1,1.43,"NNW","CURTIS",32.4502,-93.6554,3227012,9339324
201603,103186,620791,2,.94,"N","CURTIS",32.4435,-93.6512,3226610,9339072
201603,103186,620791,3,1.33,"NNE","CURTIS",32.4482,-93.6426,3226892,9338556
201603,103186,620791,4,1.71,"N","CURTIS",32.4547,-93.6486,3227282,9338916
201603,103186,620792,1,1.04,"S","BLENHEIM",32.4652,-93.677,3227912,9340620
201603,103186,620792,2,1.46,"E","BLENHEIM",32.4785,-93.655,3228710,9339300
201603,103186,620792,3,1.65,"NNE","CAPLIS",32.4217,-93.6083,3225302,9336498
201603,103186,620792,4,.89,"NW","MAYERS",32.4073,-93.6427,3224438,9338562
201603,103186,620794,1,3.45,"N","JORDON HILL",31.9,-92.53,3154000,9231800
201603,103186,620794,2,2.47,"N","JORDON HILL",31.8857,-92.5322,3153142,9231932
201603,103186,620794,3,2.66,"NNE","JORDON HILL",31.8847,-92.5102,3153082,9230612
201603,103186,620794,4,3.59,"NNE","JORDON HILL",31.8989,-92.509,3153934,9230540
201603,103186,620795,1,1.18,"NNE","TROUT",31.7166,-92.1753,3142996,9210518
201603,103186,620795,2,3.29,"WSW","CATAHOULA LAKE",31.5037,-92.1726,3130222,9210356
201603,103186,620795,3,1.66,"N","CATAHOULA LAKE",31.5437,-92.1149,3132622,926894
201603,103186,620795,4,2.64,"NNE","JENA",31.7167,-92.1176,3143002,927056
201603,103186,620797,1,2.54,"S","CLEAR LAKE",31.8438,-92.9924,3150628,9259544
201603,103186,620797,2,3.87,"ENE","IRMA",31.8303,-92.9646,3149818,9257876
201603,103186,620797,3,3.12,"E","CLEAR LAKE",31.8755,-92.9471,3152530,9256826
201603,103186,620797,4,1.68,"E","CLEAR LAKE",31.8785,-92.9715,3152710,9258290
201603,103186,621109,1,.92,"S","SHREVEPORT DOWNTOWN",32.5168,-93.7518,3231008,9345108
201603,103186,621109,2,.72,"NNW","LA CHUTE",32.2791,-93.5362,3216746,9332172
201603,103186,621109,3,3.29,"SW","CECILE",32.2814,-93.633,3216884,9337980
201603,103186,621109,4,1.02,"NW","NORTON",32.3395,-93.7134,3220370,9342804
201603,103186,621109,5,1.64,"SSW","KEITHVILLE",32.307,-93.837,3218420,9350220
201603,103186,621109,6,3.23,"WSW","FOUR FORKS",32.2013,-94.0306,3212078,941836
201603,103186,621109,7,3.06,"NW","RODESSA",33.0053,-94.032,33318,941920
201603,103186,621109,8,.44,"E","MISSIONARY",32.9997,-93.8425,3259982,9350550
201603,103186,621112,1,1.5,"ENE","FERRY",33.0076,-93.7958,33456,9347748
201603,103186,621112,2,1.56,"WNW","(BAD)BARKSDALE AFB",32.5099,-93.6942,3230594,9341652
201603,103186,621112,3,2.45,"SSE","NINOCK",32.2164,-93.4566,3212984,9327396
201603,103186,621112,4,3.05,"SE","NINOCK",32.2199,-93.4319,3213194,9325914
201603,103186,621112,5,4.37,"NE","PRINCETON",32.6188,-93.4607,3237128,9327642
201603,103186,621112,6,4.88,"NNE","CARTERVILLE",33.0122,-93.5403,33732,9332418
201603,103186,621115,1,1.68,"WNW","SPRINGHILL",33.0133,-93.4943,33798,9329658
201603,103186,621115,2,4.8,"WSW","LAKE BISTINEAU NORTH",32.4137,-93.4401,3224822,9326406
201603,103186,621115,3,1.39,"SE","HEFLIN",32.4388,-93.2502,3226328,9315012
201603,103186,621115,4,2.29,"WSW","HARRIS",32.6547,-93.185,3239282,9311100
201603,103186,621115,5,6.22,"NNE","SHONGALOO",33.0145,-93.2629,33870,9315774
201603,103186,621119,1,.98,"NNE","MILLERTON",33.0139,-93.2266,33834,9313596
201603,103186,621119,2,8.08,"SSW","RUPLE",32.7302,-93.2224,3243812,9313344
201603,103186,621119,3,5.9,"W","DARLEY",32.5894,-93.1706,3235364,9310236
201603,103186,621119,4,1.75,"SSE","HURRICANE",32.5981,-92.9152,3235886,9254912
201603,103186,621119,5,1.95,"S","LISBON",32.7724,-92.8565,3246344,9251390
201603,103186,621119,6,1.14,"SSW","JUNCTION CITY",33.0042,-92.7356,33252,9244136
201603,103186,621121,1,3.38,"NW","RANDOLPH",33.0122,-92.7239,33732,9243434
201603,103186,621121,2,2.13,"SW","BERNICE",32.7995,-92.6772,3247970,9240632
201603,103186,621121,3,3.18,"SSW","FARMERVILLE ARPT",32.6753,-92.3428,3240518,9220568
201603,103186,621121,4,.42,"S","QUACHITA CITY",32.714,-92.0812,3242840,924872
201603,103186,621121,5,5.27,"NE","LOCO",33.0018,-92.0833,33108,924998
201603,103186,621131,1,2.33,"WNW","EUREKA",32.5781,-92.3888,3234686,9223328
201603,103186,621131,2,2.43,"SSW","CYPRESS",32.2895,-92.2907,3217370,9217442
201603,103186,621131,3,2.54,"E","BOSCO",32.3012,-92.0366,3218072,922196
201603,103186,621131,4,3.78,"SE","PINE GROVE",32.4172,-91.9981,3225032,9159886
201603,103186,621131,5,.67,"SSE","HANCOCK",32.5909,-91.946,3235454,9156760
201603,103186,621131,6,.72,"NNE","STERLINGTON",32.71,-92.0764,3242600,924584
201603,103186,621144,1,5.1,"W","HICO",32.7521,-92.8077,3245126,9248462
201603,103186,621144,2,2.22,"SSE","OAK GROVE",32.4716,-92.8523,3228296,9251138
201603,103186,621144,3,2.85,"SSE","RUSTON",32.4832,-92.6079,3228992,9236474
201603,103186,621144,4,1.62,"SE","CHOUDRANT",32.5156,-92.498,3230936,9229880
201603,103186,621144,5,.64,"NNW","DOWNSVILLE",32.6284,-92.4246,3237704,9225476
201603,103186,621144,6,2.1,"ENE","HENRY",32.7435,-92.6477,3244610,9238862
201603,103186,621146,1,1.77,"SW","PORT BOLIVER",32.4009,-93.3701,3224054,9322206
201603,103186,621146,2,6.32,"W","GIDDENS",32.2431,-93.4078,3214586,9324468
201603,103186,621146,3,1.32,"WSW","CASTOR",32.2443,-93.1915,3214658,9311490
201603,103186,621146,4,2.29,"W","SALINE",32.1664,-93.0089,329984,93534
201603,103186,621146,5,4.08,"S","DANVILLE",32.171,-92.8475,3210260,9250850
201603,103186,621146,6,3.94,"N","UNION",32.4369,-92.8249,3226214,9249494
201603,103186,621146,7,2.37,"N","ARCADIA",32.584,-92.9141,3235040,9254846
201603,103186,621146,8,2.29,"NW","TAYLOR",32.5735,-93.1476,3234410,938856
201603,103186,621149,1,1.03,"SW","HOWARD",32.2198,-93.493,3213188,9329580
201603,103186,621149,2,.7,"W","GRAND BAYOU",32.0803,-93.482,324818,9328920
201603,103186,621149,3,.61,"ESE","LAKE END",31.9167,-93.3103,3155002,9318618
201603,103186,621149,4,.66,"NE","MARTIN",32.0861,-93.2114,325166,9312684
201603,103186,621149,5,1.6,"NNE","HALL SUMMIT",32.2013,-93.289,3212078,9317340
201604,104023,627432,1,4.07,"SSE","TALMAGE",38.98,-97.21,3858800,9712600
201604,104023,627433,1,.53,"E","RANDOLPH",39.43,-96.76,3925800,9645600
201604,104023,627434,1,1.28,"ESE","MINNEAPOLIS",39.12,-97.7,397200,9742000
201604,104023,627435,1,.87,"SE","MINNEAPOLIS",39.12,-97.71,397200,9742600
201604,104023,627436,1,2.62,"SE","LAMAR",39.22,-97.55,3913200,9733000
201604,104020,628915,4,1.65,"W","MAPLE HILL",39.081,-96.0607,394860,963642
201604,104023,622205,1,2.96,"N","BELLEVILLE",39.8628,-97.6327,3951768,9737962
201604,104023,622205,2,2.06,"S","NARKA",39.9404,-97.425,3956424,9725500
201604,104023,627217,1,.54,"W","CULVER",38.97,-97.76,3858200,9745600
201601,101345,607350,4,56.95,"SW","BORDEN",37.958,-86.7721,3757480,8646326
201601,101506,616374,1,2.25,"ENE","TUCSON",32.238,-110.8927,3214280,11053562
201601,101506,616374,2,5.05,"ESE","SABINO",32.2822,-110.7362,3216932,11044172
201601,101345,607350,1,57.28,"SW","BORDEN",37.956,-86.7777,3757360,8646662
201604,104020,628915,3,2.41,"SSW","MAPLE HILL",39.0477,-96.0469,392862,962814
201603,103186,620153,3,1.4,"SSW","LUCAS",32.3806,-93.7072,3222836,9342432
201603,103186,620153,4,1.68,"SSW","LUCAS",32.3771,-93.71,3222626,9342600
201603,103186,620154,1,3.59,"ENE","STONE",32.1435,-93.6107,328610,9336642
201601,101345,607350,2,57.95,"SW","STARLIGHT",37.9147,-86.7515,3754882,8645090
201601,101345,607350,3,57.31,"SW","STARLIGHT",37.9226,-86.7443,3755356,8644658
201604,104023,627218,1,.87,"NE","BENNINGTON",39.04,-97.59,392400,9735400
201604,104023,627219,1,1.75,"NE","WHEATON",39.52,-96.3,3931200,9618000
201604,104023,627220,1,6.44,"SW","CORNING",39.58,-96.11,3934800,966600
201604,104023,627222,1,1.42,"NW","SUTPHEN",39.0643,-97.0692,393858,974152
201604,104023,627222,2,1.15,"WNW","SUTPHEN",39.0567,-97.0695,393402,974170
201603,103186,620154,2,3.85,"NNE","CARMEL",32.1335,-93.6016,328010,9336096
201603,103186,620154,3,4.59,"NNE","CARMEL",32.1371,-93.5798,328226,9334788
201603,103186,620154,4,5.09,"NNE","CARMEL",32.1476,-93.5855,328856,9335130
201603,103186,620155,1,3.62,"SE","MENEFEE",31.91,-92.53,3154600,9231800
201603,103186,620155,2,3.27,"SE","MENEFEE",31.9167,-92.5303,3155002,9231818
201603,103186,620155,3,5.18,"NNE","JORDON HILL",31.9166,-92.4894,3154996,9229364
201603,103186,620155,4,4.68,"NNE","JORDON HILL",31.9088,-92.4903,3154528,9229418
201603,103186,620156,1,.68,"WNW","FISHER",31.5045,-93.4803,3130270,9328818
201603,103186,620156,2,1.44,"N","FLORIEN",31.4709,-93.4689,3128254,9328134
201603,103186,620156,3,2,"SE","FISHER",31.482,-93.4435,3128920,9326610
201603,103186,620156,4,1.33,"NE","FISHER",31.5113,-93.4518,3130678,9327108
201603,103186,620757,1,.58,"W","FOLKSVILLE",32.52,-92.33,3231200,9219800
201603,103186,620757,2,.62,"WNW","FOLKSVILLE",32.5221,-92.3304,3231326,9219824
201603,103186,620757,3,.42,"WNW","FOLKSVILLE",32.5225,-92.3266,3231350,9219596
201603,103186,620757,4,.38,"W","FOLKSVILLE",32.5201,-92.3266,3231206,9219596
201603,103186,620772,1,1.52,"W","MAGENTA",32.4974,-92.0758,3229844,924548
201603,103186,620772,2,1.73,"SSW","LAKESHORE",32.4972,-92.0821,3229832,924926
201603,103186,620772,3,2.02,"WSW","MAGENTA",32.4878,-92.0816,3229268,924896
201603,103186,620772,4,1.5,"WSW","MAGENTA",32.4885,-92.0719,3229310,924314
201603,103186,620775,1,1.67,"NW","LAKE VIEW",32.5345,-93.8529,3232070,9351174
201603,103186,620775,2,1.89,"NNW","CROSS LAKE",32.5257,-93.8811,3231542,9352866
201603,103186,620775,3,2.35,"NNW","CROSS LAKE",32.5324,-93.8824,3231944,9352944
201603,103186,620775,4,2.04,"NW","LAKE VIEW",32.5405,-93.8551,3232430,9351306
201603,103186,620779,1,3.49,"SSW","FORBING",32.3539,-93.7544,3221234,9345264
201603,103186,620779,2,3.29,"W","NORTON",32.331,-93.7563,3219860,9345378
201602,102009,610032,1,.24,"NW","HUNTINGBURG",38.3021,-86.9536,3818126,8657216
201602,102679,616094,1,.92,"ENE","WOODBURY",37.1836,-86.6339,3711016,8638034
201602,102679,616094,2,.95,"ENE","WOODBURY",37.1845,-86.6336,3711070,8638016
201602,102679,616094,3,1.07,"ENE","WOODBURY",37.1844,-86.6313,3711064,8637878
201602,102679,616094,4,1.06,"ENE","WOODBURY",37.1836,-86.6312,3711016,8637872
201602,102679,616097,1,1.22,"W","NARROWS",37.5722,-86.7522,3734332,8645132
201602,102679,616097,2,.61,"WNW","NARROWS",37.5739,-86.74,3734434,8644400
201602,102679,616097,3,.58,"SSE","NARROWS",37.5619,-86.7276,3733714,8643656
201602,102679,616097,4,.98,"NE","DUNDEE",37.5609,-86.7687,3733654,8646122
201602,102691,614168,1,2,"N","DUNLAP",35.409,-85.38,3524540,8522800
201602,102691,614168,2,2,"SE","DUNLAP",35.3595,-85.3549,3521570,8521294
201602,102691,614168,3,4,"S","DUNLAP",35.3221,-85.38,3519326,8522800
201602,102691,614168,4,2,"WSW","DUNLAP",35.3689,-85.4128,3522134,8524768
201602,102691,614169,1,7,"N","PIKEVILLE",35.7013,-85.2,3542078,8512000
201602,102691,614169,2,7,"NE","PIKEVILLE",35.6716,-85.1119,3540296,856714
201602,102691,614169,3,7,"S","PIKEVILLE",35.4987,-85.2,3529922,8512000
201602,102691,614169,4,7,"SW","PIKEVILLE",35.5284,-85.2881,3531704,8517286
201602,102691,614171,1,2,"NNW","PHILADELPHIA",35.7067,-84.4136,3542402,8424816
201602,102691,614171,2,3,"WNW","PHILADELPHIA",35.6966,-84.4494,3541796,8426964
201602,102691,614171,3,3.5,"WSW","PHILADELPHIA",35.6606,-84.4576,3539636,8427456
201602,102691,614171,4,3,"WSW","PHILADELPHIA",35.6634,-84.4494,3539804,8426964
201602,102691,617473,1,1.49,"SSW","TIPTOP",35.61,-85.23,3536600,8513800
201602,102691,617474,1,.89,"SW","DUNLAP",35.37,-85.39,3522200,8523400
201602,102691,617475,1,.69,"S","BRAYTON",35.47,-85.18,3528200,8510800
201602,102691,617476,1,.89,"NE","DECATUR",35.53,-84.79,3531800,8447400
201602,102691,617477,1,.89,"SE","MORGANTOWN",35.49,-85.01,3529400,85600
201602,102691,617478,1,2.36,"SSE","WATTS BAR LAKE NORTH",35.79,-84.58,3547400,8434800
201602,102691,617479,1,1.33,"ESE","GLOVER HILL",35.06,-85.63,353600,8537800
201602,102705,613743,1,7,"S","DRYDEN",29.9487,-102.12,2956922,1027200
201602,102705,613745,1,1,"WNW","BIG LAKE",31.2055,-101.4856,3112330,10129136
201602,102705,613747,1,27,"N","BEST",31.6208,-101.63,3137248,10137800
201602,102731,613899,1,3.55,"SE","PLEASANT HILL",31.7798,-93.4823,3146788,9328938
201602,102731,613900,1,.44,"W","MESSICK",31.9711,-93.1874,3158266,9311244
201602,102731,613901,1,1.48,"SW","NATCHITOCHES",31.7539,-93.0966,3145234,935796
201602,102731,613903,1,.79,"SW","NATCHITOCHES",31.7612,-93.0886,3145672,935316
201602,102731,613904,1,1.42,"SSW","NATCHITOCHES",31.751,-93.0892,3145060,935352
201602,102731,613905,1,.69,"NW","WINNFIELD",31.9257,-92.6396,3155542,9238376
201602,102731,613906,1,1.07,"ENE","ATLANTA",31.8072,-92.734,3148432,9244040
201602,102731,613907,1,.32,"NW","JENA",31.6838,-92.1332,3141028,927992
201602,102771,614248,1,.55,"ENE","FT OGLETHORPE",34.953,-85.261,3457180,8515660
201602,102771,614248,2,1.31,"E","GRAYSVILLE",34.972,-85.107,3458320,856420
201602,102771,614248,3,1.32,"N","MOUNT PISGAH",34.849,-85.168,3450940,8510080
201602,102771,614248,4,1.43,"SSW","RED BELT",34.851,-85.26,3451060,8515600
201602,102771,614250,1,2.23,"WNW","SPANN",32.685,-82.784,3241100,8247040
201602,102771,614250,2,7.59,"NNW","TOM",32.8,-82.534,3248000,8232040
201602,102771,614250,3,5.37,"NNW","TOM",32.776,-82.499,3246560,8229940
201602,102771,614250,4,3.66,"SW","MEEKS",32.583,-82.595,3234980,8235700
201602,102773,614266,1,6.02,"E","COCOA BEACH",28.3209,-80.501,2819254,8030060
201602,102775,614270,1,19.76,"N","SEBASTIAN INLET",28.1328,-80.6177,287968,8037062
201602,102776,614271,1,1.96,"WSW","(VRB)VERO BEACH MUNI",27.64,-80.45,2738400,8027000
201602,102777,614272,1,12.01,"E","VERO BEACH",27.656,-80.376,2739360,8022560
201602,102777,614273,1,.92,"SE","STUART",27.19,-80.24,2711400,8014400
201602,102781,614281,1,4.34,"NNW","ANAHOLA",22.1761,-159.3306,2210566,15919836
201602,102781,614281,2,1.17,"ENE","MAKOLE",22.1264,-159.7131,227584,15942786
201602,102781,614282,1,2.22,"S","KAHAKULOA",20.968,-156.5524,2058080,15633144
201602,102781,614282,2,2.7,"SW","PUKALANI",20.805,-156.3821,2048300,15622926
201602,102785,614334,1,.91,"SW","OMAHA",32.14,-85.03,328400,851800
201602,102785,614335,1,1.04,"ENE","CUSSETA",32.3041,-84.7529,3218246,8445174
201602,102785,614336,1,.98,"NNW","MC CRARY SETTLEMENT",32.9925,-84.5079,3259550,8430474
201602,102785,614336,2,3.73,"E","BARKER SPG",32.865,-84.256,3251900,8415360
201602,102785,614339,1,1.34,"SSW","MC KINNEY",32.9019,-84.2783,3254114,8416698
201602,102785,614339,2,.65,"NW","TOPEKA JCT",32.9758,-84.2089,3258548,8412534
201602,102786,614341,1,1.63,"S","WENONA",31.8764,-83.7687,3152584,8346122
201602,102810,614437,1,.69,"N","DEL RIO",29.38,-100.9,2922800,10054000
201602,102810,614438,1,2.76,"N","DEL RIO",29.41,-100.9,2924600,10054000
201602,102810,614439,1,.69,"S","(DLF)LAUGHLIN AFB DE",29.36,-100.78,2921600,10046800
201602,102810,614440,1,.6,"E","BRACKETTVILLE",29.32,-100.41,2919200,10024600
201602,102810,614441,1,.6,"E","BRACKETTVILLE",29.32,-100.41,2919200,10024600
201602,102810,614442,1,.6,"E","SPOFFORD",29.17,-100.41,2910200,10024600
201602,102810,614443,1,1.21,"W","LA PRYOR",28.95,-99.85,2857000,9951000
201602,102810,614444,1,2.79,"WNW","PEARSALL",28.9,-99.12,2854000,997200
201602,102810,614445,1,1.21,"W","LA PRYOR",28.95,-99.85,2857000,9951000
201602,102810,614446,1,1.21,"W","DAVIS",28.82,-98.75,2849200,9845000
201602,102810,614447,1,2.76,"N","DEL RIO",29.41,-100.9,2924600,10054000
201602,102810,614448,1,.69,"S","(DLF)LAUGHLIN AFB DE",29.36,-100.78,2921600,10046800
201602,102823,614507,1,4.28,"W","LAUDERDALE LAKES",26.1472,-80.2689,268832,8016134
201602,102823,614509,1,.62,"W","POMPANO BEACH AIRPAR",26.25,-80.11,2615000,806600
201602,102823,614512,1,2.04,"WNW","WEST HOLLYWOOD",26.0349,-80.2284,262094,8013704
201602,102823,614513,1,1.93,"SSE","DAVIE",26.0453,-80.2157,262718,8012942
201602,102823,614515,1,1.28,"NNE","PEMBROKE",25.997,-80.1618,2559820,809708
201602,102823,614581,1,3.67,"NNW","MARCO IS ARPT",26.05,-81.69,263000,8141400
201602,102823,614582,1,.18,"E","GLEN RIDGE",26.7297,-80.0671,2643782,804026
201602,102823,614595,1,2.05,"ENE","MIRAMAR",26.0071,-80.3679,26426,8022074
201602,102823,614595,2,4.4,"E","MIRAMAR",25.99,-80.33,2559400,8019800
201602,102823,614596,1,1.42,"ENE","PORT EVERGLADES",26.11,-80.11,266600,806600
201602,102823,614604,1,.26,"WNW","WEST HOLLYWOOD",26.0212,-80.204,261272,8012240
201602,102823,614604,2,1.27,"W","HOLLYWOOD",26.0185,-80.1703,261110,8010218
201602,102823,614607,1,9.92,"ESE","SUNNILAND",26.22,-81.18,2613200,8110800
201602,102823,614607,2,13.18,"E","SUNNILAND",26.24,-81.12,2614400,817200
201602,102823,614717,1,1.85,"WSW","MOORE HAVEN",26.8173,-81.1064,2649038,816384
201602,102823,614717,2,.17,"S","MOORE HAVEN",26.8276,-81.0802,2649656,814812
201602,102823,614754,1,.35,"S","COCONUT CREEK",26.245,-80.1289,2614700,807734
201602,102823,614754,2,1.43,"NE","POMPANO BEACH AIRPAR",26.2663,-80.0859,2615978,805154
201602,102823,615179,1,5.65,"NNE","MIRAMAR",26.0747,-80.3628,264482,8021768
201602,102823,615179,2,2.15,"NW","DAVIE",26.0905,-80.256,265430,8015360
201602,102823,615181,1,2.01,"NNW","BISCAYNE GARDENS",25.9553,-80.2159,2557318,8012954
201602,102823,615181,2,2.18,"W","GOLDEN BEACH",25.9519,-80.1551,2557114,809306
201602,102823,615183,1,.69,"N","PORT EVERGLADES",26.11,-80.13,266600,807800
201602,102823,615183,2,1.61,"E","PORT EVERGLADES",26.0958,-80.1044,265748,806264
201602,102823,622095,1,1.37,"ESE","GOODNO",26.7731,-81.3092,2646386,8118552
201602,102824,614503,1,4.63,"NW","KREAMER ISLAND",26.82,-80.78,2649200,8046800
201602,102824,614504,1,9.98,"SSE","PORT OF PALM BEACH",26.61,-80.03,2636600,801800
201602,102824,614510,1,2.42,"SSW","PORT EVERGLADES",26.07,-80.15,264200,809000
201602,102868,614874,1,.64,"SSW","CAMP STEWART",31.8717,-81.6247,3152302,8137482
201602,102868,614874,2,3.12,"N","(LHW)FT STEWART HINE",31.9248,-81.563,3155488,8133780
201602,102869,615169,1,.75,"WSW","CHARLESTON",32.7753,-79.9416,3246518,7956496
201602,102869,615169,2,.8,"SW","CHARLESTON",32.7736,-79.9414,3246416,7956484
201602,102869,615169,3,.75,"SW","CHARLESTON",32.7737,-79.9405,3246422,7956430
201602,102869,615169,4,.71,"WSW","CHARLESTON",32.7753,-79.9409,3246518,7956454
201602,102869,615171,1,1.35,"W","STOKES",32.9712,-80.7432,3258272,8044592
201602,102869,615171,2,3.45,"SSW","STOKES",32.9258,-80.7479,3255548,8044874
201602,102869,615171,3,3.41,"SSW","STOKES",32.9248,-80.7437,3255488,8044622
201602,102869,615171,4,.63,"SW","STOKES",32.9631,-80.727,3257786,8043620
201602,102871,615908,1,3.13,"SW","HUGHLAND",32,-82.09,3200,825400
201603,103377,617769,1,1.93,"WSW","ROUSSEAU",29.74,-90.76,2944400,9045600
201603,103377,617770,1,.6,"E","LAFOURCHE",29.77,-90.76,2946200,9045600
201603,103377,617771,1,0,"N","RACELAND",29.73,-90.6,2943800,9036000
201603,103377,617772,1,1.38,"S","GRAY",29.68,-90.78,2940800,9046800
201603,103377,617773,1,.92,"NW","GALLIANO",29.48,-90.31,2928800,9018600
201603,103377,617774,1,.92,"NE","LAROSE",29.58,-90.39,2934800,9023400
201603,103378,617750,1,1.82,"SE","ENON",31.28,-90.21,3116800,9012600
201603,103378,617751,1,3.03,"WNW","SARTINSVILLE",31.34,-90.17,3120400,9010200
201603,103378,617752,1,3.03,"ESE","DINAN",31.22,-90.2,3113200,9012000
201603,103378,617755,1,0,"N","PINCKNEYVILLE",31.02,-91.48,311200,9128800
201603,103379,617756,1,3.47,"N","MID LAKE PONTCHARTRAIN",30.1999,-90.1231,3011994,907386
201603,103379,617757,1,0,"N","NEW CANAL STATION (NWCL1)",30.03,-90.11,301800,906600
201603,103379,617758,1,0,"N","LKFRNT ARPT NEW",30.05,-90.03,303000,901800
201603,103379,617760,1,0,"N","BAY WAVELAND YACHT CLUB STATION (WYCM6)",30.33,-89.33,3019800,8919800
201603,103379,617762,1,0,"N","SHELL BEACH STATION (SHBL1)",29.87,-89.67,2952200,8940200
201603,103379,617763,1,.3,"SSW","WEST LAKE PONTCHARTRAIN",30.106,-90.422,306360,9025320
201603,103379,617764,1,0,"N","DOCK C PASCAGOULA STATION (DKCM6)",30.36,-88.57,3021600,8834200
201603,103379,617775,1,0,"N","WEST DELTA 27A AWOS (KDLP)",29.12,-89.55,297200,8933000
201603,103379,617776,1,0,"N","LKFRNT ARPT NEW",30.05,-90.03,303000,901800
201603,103379,617777,1,0,"N","SHELL BEACH STATION (SHBL1)",29.87,-89.67,2952200,8940200
201603,103379,617778,1,0,"N","MAIN PASS 140 AWOS (KMIS)",29.3,-88.84,2918000,8850400
201603,103379,617779,1,0,"N","MAIN PASS 140 AWOS (KMIS)",29.3,-88.84,2918000,8850400
201604,103927,623635,1,2.91,"ESE","HOLDENVILLE",35.07,-96.35,354200,9621000
201604,103927,623650,1,2.08,"SW","SNYDER",34.6404,-98.9778,3438424,9858668
201604,103927,623650,2,2.28,"SW","SNYDER",34.6345,-98.9755,3438070,9858530
201604,103927,623650,3,3.64,"SW","SNYDER",34.6256,-98.9985,3437536,9859910
201602,102871,615908,2,3.2,"SW","HUGHLAND",31.9969,-82.0883,3159814,825298
201602,102871,615908,3,2.87,"SW","HUGHLAND",32.0002,-82.0843,3212,825058
201602,102871,615908,4,2.77,"SW","HUGHLAND",32.0033,-82.0852,32198,825112
201602,102871,615910,1,1.76,"W","MENDES",32,-82,3200,8200
201602,102871,615910,2,1.93,"WSW","MENDES",31.9933,-82.0019,3159598,82114
201602,102871,615910,3,2.08,"W","MENDES",31.9959,-82.0052,3159754,82312
201602,102871,615910,4,3.36,"SSE","COLLINS",32.1353,-82.0973,328118,825838
201602,102871,615910,5,3.3,"SSE","COLLINS",32.1399,-82.0894,328394,825364
201602,102871,615910,6,3.78,"SE","COLLINS",32.1357,-82.0822,328142,824932
201602,102871,615912,1,7.44,"NNW","COBBTOWN",32.29,-82.2,3217400,8212000
201602,102871,615912,2,7.68,"NW","COBBTOWN",32.2909,-82.2057,3217454,8212342
201602,102871,615912,3,7.43,"NW","COBBTOWN",32.2874,-82.2042,3217244,8212252
201602,102871,615912,4,7.26,"NNW","COBBTOWN",32.2875,-82.1988,3217250,8211928
201602,102871,615912,5,7.35,"NNW","COBBTOWN",32.29,-82.1971,3217400,8211826
201602,102872,615917,1,2.34,"W","DAISY",32.15,-81.87,329000,8152200
201602,102872,615925,1,1.81,"SW","AIMAR",31.76,-81.69,3145600,8141400
201602,102872,616058,1,1.76,"E","GUM BRANCH",31.8,-81.6,3148000,8136000
201602,102872,616058,2,2.83,"NNE","MC INTOSH",31.86,-81.52,3151600,8131200
201602,102872,616059,1,1.36,"WNW","VERNONBURG",31.98,-81.14,3158800,818400
201602,102872,616060,1,2.15,"SSE","BONA BELLA",32.07,-81.16,324200,819600
201602,102872,616061,1,1.5,"NNE","SAVANNAH",32.07,-81.07,324200,814200
201602,102873,616062,1,3.13,"NW","TYBEE ISLAND",32.04,-80.88,322400,8052800
201602,102873,616063,1,6.93,"N","TYBEE ISLAND",32.11,-80.83,326600,8049800
201602,102873,616064,1,.6,"SSW","FRIPP ISLAND",32.3116,-80.4821,3218696,8028926
201602,102873,616065,1,0,"N","EDISTO BUOY (41004)",32.5,-79.1,3230000,796000
201602,102873,616068,1,.58,"E","KIAWAH ISLAND",32.6,-80.07,3236000,804200
201602,102873,616069,1,1.35,"WSW","FOLLY BEACH",32.65,-79.94,3239000,7956400
201602,102873,616070,1,0,"N","FORT SUMTER",32.75,-79.87,3245000,7952200
201602,102873,616071,1,.58,"E","SULLIVANS ISLAND",32.76,-79.82,3245600,7949200
201602,102873,616072,1,0,"N","FORT SUMTER",32.75,-79.87,3245000,7952200
201602,102873,616073,1,.9,"SE","ISLE OF PALMS",32.78,-79.78,3246800,7946800
201602,102873,616074,1,0,"N","EDISTO BUOY (41004)",32.5,-79.1,3230000,796000
201602,102874,616689,1,5.39,"ESE","HUGER",33.06,-79.69,333600,7941400
201602,102875,618760,1,0,"N","EDISTO BUOY (41004)",32.5,-79.1,3230000,796000
201602,102931,615063,1,1.27,"SW","QUEBEC",35.115,-82.893,356900,8253580
201602,102931,615063,2,.56,"N","GRANGE",35.238,-82.631,3514280,8237860
201602,102931,615063,3,1.05,"NE","ECUSTA",35.28,-82.706,3516800,8242360
201602,102931,615063,4,1.05,"WSW","QUEBEC",35.124,-82.897,357440,8253820
201602,102931,615702,1,.86,"ENE","VALLEY HILL",35.305,-82.466,3518300,8227960
